1;s4_niep;0.8146222675;5.0868014961;16.450813699
2;s4_parz;2.725973565;-3.603970849;31.193868861
3;s4_niep;3.1552933651;-7.214194407;50.024416082
4;s4_parz;0.3813858649;-12.89701846;66.468721468
5;s4_niep;-0.080881229;-19.3591453;75.810440598
6;s4_parz;2.6444134445;2.4228930602;92.973148751
7;s4_niep;-0.610537351;22.131225312;105.89300799
8;s4_parz;2.6715910298;11.378208239;122.12484809
9;s4_niep;2.5362676897;4.7577686608;143.82061466
10;s4_parz;2.8203975623;-0.279476245;162.54225324
11;s4_niep;1.4387689365;5.4796105335;159.22784936
12;s4_parz;-0.092062327;-3.535104394;179.40613996
13;s4_niep;-0.236162589;-18.28784864;195.51915408
14;s4_parz;0.9680027324;3.1053372677;243.00295516
15;s4_niep;1.2976107953;11.97820105;241.65880207
16;s4_parz;3.2974371809;-12.10558536;237.60429598
17;s4_niep;0.9626801377;-15.16492393;262.00970147
18;s4_parz;-0.09353093;9.3403861012;265.33105678
19;s4_niep;-0.188867446;20.555662803;265.3087526
20;s4_parz;0.1765822494;0.6825960962;276.669489
21;s4_niep;0.4010662057;-11.70398826;319.59104108
22;s4_parz;1.8496487545;-18.91873781;368.55531112
23;s4_niep;0.7526067569;-5.778772888;319.13146185
24;s4_parz;3.0008210945;9.1667141463;348.57852774
25;s4_niep;2.0948538557;-2.86948319;381.07319456
26;s4_parz;0.8211543056;0.7221298035;421.38317298
27;s4_niep;0.0012113703;1.8258978368;375.80222872
28;s4_parz;-0.740789996;14.472571958;390.06146218
29;s4_niep;3.8447173763;2.1932672922;441.05543398
30;s4_parz;0.1502122209;10.223928219;428.37416991
31;s4_niep;2.1172851534;-8.836362437;491.98390788
32;s4_parz;-0.897144881;-17.24180331;461.26731502
33;s4_niep;3.1590902508;15.620899258;542.72447427
34;s4_parz;3.9350726022;11.98443887;489.03810358
35;s4_niep;0.7843590406;-1.644132587;498.29621277
36;s4_parz;0.0801894758;-0.283772088;503.62298292
37;s4_niep;1.0942013395;-3.496225514;612.34962874
38;s4_parz;-0.309135133;-11.98532464;588.00198762
39;s4_niep;2.7268083653;1.5354229187;542.82741184
40;s4_parz;-0.746535206;2.0172360647;674.18536889
41;s4_niep;2.8237079297;-5.631230416;640.84745099
42;s4_parz;2.949131269;-6.773663447;644.86425889
43;s4_niep;1.7839528154;10.402154921;629.96097442
44;s4_parz;-0.237145648;10.279796016;696.17597654
45;s4_niep;0.5620385025;-2.625749141;707.24114815
46;s4_parz;2.1595561505;-4.660116094;671.64753177
47;s4_niep;2.2057304253;12.373717403;721.9839694
48;s4_parz;3.1854325678;25.358975078;696.42025062
49;s4_niep;0.0963235428;-1.272021109;752.59694207
50;s4_parz;3.5516842788;0.7306709629;717.24799796
51;s4_niep;-0.870749395;-1.92749092;697.1863265
52;s4_parz;3.3465634758;0.5231764301;857.39766722
53;s4_niep;1.4319508846;-3.081304763;770.55275538
54;s4_parz;1.7726894514;-15.02389415;780.01862136
55;s4_niep;0.4698807017;3.9241546312;829.23147577
56;s4_parz;1.4176280817;-4.818622982;756.61834975
57;s4_niep;0.8245406411;4.8954792099;830.7258709
58;s4_parz;1.305214476;4.4690135922;918.93838381
59;s4_niep;1.4082964693;6.3806308839;929.62706313
60;s4_parz;1.1810297329;-2.678166383;976.02756288
61;s4_niep;3.0392547143;-4.46935953;883.86124634
62;s4_parz;3.2237835467;-9.889238984;904.88574699
63;s4_niep;0.9179869103;16.8333888;930.49833616
64;s4_parz;2.0041502803;5.1568551037;789.85826806
65;s4_niep;-0.687412162;-4.176383691;985.53634322
66;s4_parz;2.9223463409;11.594307401;859.07286412
67;s4_niep;3.7000859933;-14.79509577;1017.8976833
68;s4_parz;2.6713027296;-11.16317195;926.93084518
69;s4_niep;3.5100394471;-5.614883685;1134.7936597
70;s4_parz;1.4947636446;-7.141407317;1037.9701811
71;s4_niep;2.2143828986;7.2593571281;1141.8311741
72;s4_parz;1.0186121701;-4.41204978;1079.5239304
73;s4_niep;2.175829094;-5.897755866;1048.2853684
74;s4_parz;1.9752242509;-6.212456913;1037.2661556
75;s4_niep;2.0319305151;-8.462608126;1047.7076265
76;s4_parz;2.3180052104;-0.648285008;1171.6074639
77;s4_niep;2.4851742319;13.526073627;1213.0959748
78;s4_parz;2.2230419541;-6.322050917;1266.3044952
79;s4_niep;3.2977162075;1.6041879362;1242.4796761
80;s4_parz;1.4593303737;16.839927858;1213.4555182
81;s4_niep;1.915330796;-7.170925893;1146.822497
82;s4_parz;1.5344628224;21.876273551;1173.0678144
83;s4_niep;3.141885079;-19.9825886;1339.8856169
84;s4_parz;-0.726263676;7.4224347943;1094.360235
85;s4_niep;2.6840069241;20.785340952;1196.5960167
86;s4_parz;1.588053766;-2.255001008;1279.6904677
87;s4_niep;0.3395931159;32.099669729;1441.6423902
88;s4_parz;3.9243278289;5.6895666197;1146.2880121
89;s4_niep;2.831706291;-1.049528482;1413.609647
90;s4_parz;-0.214705347;9.9038681929;1327.1597535
91;s4_niep;0.0950268251;-11.10502566;1399.7586932
92;s4_parz;1.9827521453;1.4254188954;1372.8039722
93;s4_niep;2.4845512609;-8.537779822;1214.4433727
94;s4_parz;0.5978825868;-2.989032832;1502.1904426
95;s4_niep;-0.787856166;-1.048751411;1450.2398181
96;s4_parz;3.5061579205;7.9868317141;1443.9658887
97;s4_niep;3.219573198;-7.178056257;1527.1758006
98;s4_parz;3.1737423042;-8.317427168;1510.0466364
99;s4_niep;-0.482160192;18.524049242;1325.9552648
100;s4_parz;0.8763135429;-11.32103641;1409.0543991
101;s4_niep;-0.136615377;8.8219237253;1457.3965383
102;s4_parz;1.1439121604;-10.23987646;1571.8672679
103;s4_niep;1.2755304711;3.827214252;1719.8957653
104;s4_parz;3.1542369636;0.2832880576;1490.4235625
105;s4_niep;3.3706746583;10.118056181;1625.9474264
106;s4_parz;1.8083490756;6.5620458236;1542.7864295
107;s4_niep;-0.775502384;14.959440658;1475.692139
108;s4_parz;1.3255682794;7.7008657354;1697.6626049
109;s4_niep;0.4554316278;19.121148131;1615.6611713
110;s4_parz;0.0942334687;3.7077996665;1591.4170252
111;s4_niep;2.553294881;-14.07114698;1565.1331421
112;s4_parz;2.9379221452;5.7534137944;1762.3713707
113;s4_niep;1.9311120407;3.1554628429;1662.4717724
114;s4_parz;1.5520429726;-3.836273746;1776.5339585
115;s4_niep;0.7621962804;22.318413998;1799.8592453
116;s4_parz;1.0132536567;0.9567222714;1847.6592534
117;s4_niep;3.6968641433;-12.50890361;1891.5984234
118;s4_parz;0.6958378752;12.850388295;1725.1473322
119;s4_niep;0.7979824249;8.2711514835;1904.8296171
120;s4_parz;-0.901908771;13.51808237;1523.9438572
121;s4_niep;1.7088467487;-3.467565059;1828.373818
122;s4_parz;2.5906933381;-0.954109203;2031.6397242
123;s4_niep;3.1989502144;7.802274464;1859.7712538
124;s4_parz;-0.336504202;0.4524817828;1910.4494488
125;s4_niep;1.1216667896;-6.18874395;1808.2017352
126;s4_parz;3.9238953669;-5.133187324;2042.0182775
127;s4_niep;2.1682996816;-6.63488181;1773.2261652
128;s4_parz;3.5446258851;15.817437449;1952.8014976
129;s4_niep;1.2628401161;-15.1791193;1835.3517573
130;s4_parz;2.1637977567;-9.00254579;2196.7270966
131;s4_niep;0.5624743381;-9.338950152;2113.5586129
132;s4_parz;2.8767811208;-5.64204648;2197.080672
133;s4_niep;1.7391440853;5.7367532394;2135.6858391
134;s4_parz;3.7447168942;3.7000098155;2263.0011723
135;s4_niep;-0.741536316;1.2825847905;2071.6533963
136;s4_parz;2.4844378398;-9.761406191;2121.4758229
137;s4_niep;-0.735248976;11.522617747;2090.9240092
138;s4_parz;-0.296327307;-5.860046182;2103.0843832
139;s4_niep;3.2999237377;13.748441253;1984.3652429
140;s4_parz;1.4915188423;-4.613179351;1928.5440881
141;s4_niep;3.4338515142;4.1745827662;2148.3722597
142;s4_parz;2.6337607045;-3.438869245;2067.1900728
143;s4_niep;2.4391095342;3.6246370247;2240.1558118
144;s4_parz;0.710457493;1.2469737779;2207.6216879
145;s4_niep;2.8129486743;-9.579921212;2269.1242926
146;s4_parz;2.6605570529;-1.724330558;2401.7946048
147;s4_niep;1.7300012427;10.311096289;2031.4689885
148;s4_parz;-0.772239542;-32.18388293;2050.2163699
149;s4_niep;0.556054571;12.090515737;2276.130126
150;s4_parz;0.0771274176;12.246794618;2536.5059224
151;s4_niep;-0.97542907;-17.27567981;2148.4487892
152;s4_parz;2.9215835249;10.344676014;2410.1307329
153;s4_niep;0.0407705098;-3.213309048;2194.5145285
154;s4_parz;1.3930895922;-2.161391727;2364.5760156
155;s4_niep;2.320383771;-9.004709173;2298.2685412
156;s4_parz;1.4948198011;0.4218205138;2239.5505123
157;s4_niep;2.7754905917;-20.46473237;2492.2565205
158;s4_parz;3.8672761162;-14.33764374;2460.0231726
159;s4_niep;3.9880219391;3.546649462;2484.4480768
160;s4_parz;-0.845136569;12.148954434;2509.5459102
161;s4_niep;2.6948082497;-4.940536942;2405.522157
162;s4_parz;2.3199985574;-7.810362844;2378.7707802
163;s4_niep;3.0585601884;-0.20646119;2242.9374905
164;s4_parz;1.5863553642;-1.498834508;2322.5941167
165;s4_niep;3.208306763;6.0955949278;2455.4353767
166;s4_parz;-0.947379322;-7.584946504;2462.7425961
167;s4_niep;2.6383496684;-15.46535352;2549.1315513
168;s4_parz;2.6999993742;9.4099743434;2652.2288238
169;s4_niep;3.2288024161;-2.78100514;2641.1805264
170;s4_parz;1.3977750365;-1.319335519;2477.2110225
171;s4_niep;-0.023884953;15.038102939;2925.3496648
172;s4_parz;1.6941604785;-2.913381949;2597.2405166
173;s4_niep;0.9582956061;6.1502132816;2596.486023
174;s4_parz;0.9881696682;-12.91485514;2488.0375299
175;s4_niep;0.7902892045;-13.53682127;2670.2495001
176;s4_parz;0.459493703;-22.45339117;3012.8273628
177;s4_niep;2.981808179;-6.976332242;2580.3225394
178;s4_parz;-0.758788696;-9.746515022;2576.0529949
179;s4_niep;1.317773;8.6680378901;2429.4180522
180;s4_parz;3.5704061978;-12.89047602;2791.4863783
181;s4_niep;2.0233856444;1.9568963817;2871.5762206
182;s4_parz;-0.289352756;-7.55860181;2826.3392518
183;s4_niep;3.6556377619;-5.331577262;2791.991519
184;s4_parz;3.2010315783;17.645352399;2951.2170769
185;s4_niep;0.9370166734;5.230076535;2920.3678106
186;s4_parz;1.803568995;-16.40596481;2369.351907
187;s4_niep;1.6257014007;13.187981136;2662.9273665
188;s4_parz;-0.003454174;-6.310517406;2510.7919502
189;s4_niep;0.9789000749;2.4448063765;2778.6592528
190;s4_parz;0.3866400492;-2.700767537;2900.0662434
191;s4_niep;3.4591279349;-30.39315419;3114.0076337
192;s4_parz;0.3975017664;30.037696233;3177.1874723
193;s4_niep;1.986752951;11.773583023;2975.005865
194;s4_parz;3.9220016319;0.6219567482;2893.5689952
195;s4_niep;2.8630372141;1.8808021796;2976.5385588
196;s4_parz;0.708920983;-17.19825965;2870.2276958
197;s4_niep;-0.231313336;3.4232982502;3010.2986879
198;s4_parz;3.831733168;-19.30995307;2964.2765754
199;s4_niep;-0.545100357;-8.384874105;3092.7884019
200;s4_parz;-0.324483224;-24.14458515;3020.3855378
201;s4_niep;3.0420510103;-11.78108528;2990.9814808
202;s4_parz;3.4555651021;-7.540737564;3060.6044826
203;s4_niep;3.6554718491;-3.877258546;3306.9302911
204;s4_parz;1.9622168224;3.3523074112;3044.4034169
205;s4_niep;3.1780737597;2.1362229292;3077.6060767
206;s4_parz;1.4024308903;12.24626689;2843.7655115
207;s4_niep;-0.814653022;-7.263504701;2890.1548529
208;s4_parz;2.6060651059;-1.702814123;3200.9594048
209;s4_niep;2.3055701728;-8.048877739;2753.8676537
210;s4_parz;-0.37785723;1.5161589355;2903.7018267
211;s4_niep;-0.643254017;-7.505830303;3059.417535
212;s4_parz;-0.965066018;3.5392445808;3120.8703342
213;s4_niep;-0.342749673;1.4865974445;2939.6331556
214;s4_parz;-0.188102511;2.4099298171;3380.5491732
215;s4_niep;0.4155904234;17.581462697;3324.071627
216;s4_parz;0.5829355556;35.368351415;3106.7109175
217;s4_niep;2.2398971372;-6.311530703;3495.6665927
218;s4_parz;1.0163870636;2.5413699916;3552.0171204
219;s4_niep;0.7314426912;-19.16863957;3860.0685321
220;s4_parz;-0.541868719;-18.93207308;3249.4342214
221;s4_niep;-0.435800709;5.1613902548;3366.8224076
222;s4_parz;2.018911019;-3.914975465;3402.392227
223;s4_niep;0.159151516;-10.57121742;3414.9753716
224;s4_parz;1.7205338132;-13.9197774;3439.0657026
225;s4_niep;2.476322395;-22.38559002;3204.4630822
226;s4_parz;1.3648444271;-5.04758983;3266.0330165
227;s4_niep;2.1363789449;12.067755943;3013.9519126
228;s4_parz;1.2556243684;-8.55749445;3283.2517252
229;s4_niep;2.6706058419;-12.0192872;3693.3209086
230;s4_parz;1.8513593729;-3.80378752;3529.8165523
231;s4_niep;0.3769123919;10.247715632;3184.2779409
232;s4_parz;3.1499833526;-3.322745883;3349.2866999
233;s4_niep;1.6788807324;-11.42833672;3544.031513
234;s4_parz;3.2299110369;-29.19700162;3527.8860922
235;s4_niep;0.1110660905;12.539666722;3600.5087915
236;s4_parz;3.8354578576;-9.966367006;3664.2704133
237;s4_niep;1.4117611663;1.9141354355;3623.1996773
238;s4_parz;2.9862824972;-4.011862517;3685.1048417
239;s4_niep;1.7174109489;2.0339526214;3429.3769055
240;s4_parz;2.9943246189;7.0657006541;3286.4542088
241;s4_niep;0.4110733622;20.308985755;3376.8097451
242;s4_parz;0.3924519421;4.0713685888;3918.3607645
243;s4_niep;1.1201359025;12.780594107;4130.6383623
244;s4_parz;-0.697336042;-15.06579117;3544.5931313
245;s4_niep;2.1607172839;2.3500856018;3945.6778969
246;s4_parz;-0.851979685;7.7331143944;3619.7685237
247;s4_niep;3.949239355;-3.481809569;3603.173343
248;s4_parz;3.0009219265;7.1483684054;3570.5570374
249;s4_niep;2.9649102785;-19.5165589;4395.4764117
250;s4_parz;3.9811978196;-21.87606884;3616.5953448
251;s4_niep;0.9573304276;-7.376244085;3786.3224898
252;s4_parz;3.144886606;-2.082599341;3451.7769299
253;s4_niep;3.0589155625;-0.10568095;3634.0923559
254;s4_parz;2.6211407784;4.5900704547;3298.502142
255;s4_niep;1.112543067;-4.70304212;4187.2977806
256;s4_parz;3.9700558255;21.022276793;3771.7235576
